B &B' Guette Cafe,2015,305-307 Exhibition Street,Melbourne (CBD),38,-37.80879339,144.9687626
Teppansan,2007,179 Russell Street,Melbourne (CBD),50,-37.81225906,144.9675307
Nando's,2012,258-274 Collins Street,Melbourne (CBD),80,-37.81536587,144.9648999
Blakes Feast,2004,113-129 Sturt Street,Southbank,50,-37.8271278,144.9669591
Aix Cafe Creperie Salon,2013,252-254 Flinders Lane,Melbourne (CBD),8,-37.8166033,144.9655966
Yummy Yummy,2007,173-181 Victoria Street,West Melbourne (Residential),4,-37.80606639,144.9556037
La Parisienne Pates,2012,290 Lygon Street,Carlton,10,-37.80017897,144.9673254
Dikstein's Corner Bar,2010,433 Little Collins Street,Melbourne (CBD),20,-37.81631094,144.9603413
Harbour Coffee House,2012,194-206 Harbour Esplanade,Docklands,6,-37.81396231,144.9449612
Subway,2017,97-103 Elizabeth Street,Melbourne (CBD),16,-37.81592157,144.9634979
Al Capone's Pizzeria,2013,10 Gatehouse Drive,Kensington,10,-37.79170781,144.9194456
Unisquare Cafe,2005,165 Pelham Street,Carlton,8,-37.80239254,144.9610729
Vic Fish Licensed Cafe,2003,65-81 Victoria Street,Melbourne (CBD),26,-37.80745984,144.9572395
Broadcast Cafe,2015,150-170 Harbour Esplanade,Docklands,90,-37.81566514,144.9458827
Shanghai Noodle House,2005,242-244 Little Bourke Street,Melbourne (CBD),52,-37.81213633,144.965603
Fraus Crepes & Chocolat,2013,345 Victoria Street,West Melbourne (Residential),60,-37.80546579,144.9499616
Sud,2012,217-219 King Street,Melbourne (CBD),38,-37.81514931,144.9548584
Ding Dong Lounge,2013,18-24 Market Lane,Melbourne (CBD),80,-37.81175137,144.9694031
The Essoign Club Ltd,2003,205-221 William Street,Melbourne (CBD),80,-37.81427718,144.9571446
Sushi Bar Rin,2003,251-257 Collins Street,Melbourne (CBD),6,-37.81635062,144.9656511
Red Cup,2008,106-120 Collins Street,Melbourne (CBD),50,-37.81398457,144.9693797
Parkville Store,2016,52 Morrah Street,Parkville,8,-37.79525038,144.9556719
Depot On Spencer,2007,468-470 Spencer Street,West Melbourne (Residential),10,-37.80931286,144.9497515
Mellow's Restaurant and Bar,2004,66-88 Lygon Street,Carlton,40,-37.80530329,144.9665747
Otoya,2006,221-231 Collins Street,Melbourne (CBD),30,-37.81584476,144.9663304
Simpsons Chips & Burgers,2014,143-153 Russell Street,Melbourne (CBD),8,-37.81310923,144.9679684
Lapres Midi,2012,163-169 Russell Street,Melbourne (CBD),25,-37.81246709,144.9676479
Restaurants,2006,122-148 Harbour Esplanade,Docklands,16,-37.81656591,144.9475776
Funk Fish,2017,65-81 Victoria Street,Melbourne (CBD),24,-37.80745984,144.9572395
Kuni's Japanese Restaurant,2012,196-226 Exhibition Street,Melbourne (CBD),70,-37.81055707,144.9704962
Atami Sushi & Catering,2010,613-639 Little Collins Street,Melbourne (CBD),6,-37.81818484,144.9543659
Malthouse Kitchen,2011,113-129 Sturt Street,Southbank,70,-37.8271278,144.9669591
Hardimans Hotel,2013,521-535 Macaulay Road,Kensington,230,-37.79442113,144.9283553
Tuscan Bar Melbourne,2014,79-85 Bourke Street,Melbourne (CBD),148,-37.81217956,144.9710404
Musicbox  - Karaoke Bar,2012,547-549 Elizabeth Street,North Melbourne,60,-37.80538132,144.9584784
Arrivederci Restaurant,2005,191 Nicholson Street,Carlton,70,-37.79568657,144.9749221
Indulgence Corner Bakery - Cafe,2007,267-275 Flinders Lane,Melbourne (CBD),20,-37.81710105,144.9654844
The Servery,2014,42-50 Rosslyn Street,West Melbourne (Residential),34,-37.80739774,144.9525725
Teppenyaki Inn,2003,182 Collins Street,Melbourne (CBD),120,-37.81479918,144.9674537
Cafe Port IT,2008,59-85 Turner Street,Port Melbourne,20,-37.82304058,144.9253775
The Deli Counter,2016,207-213 Queen Street,Melbourne (CBD),4,-37.81386746,144.9599073
Char Siu House,2007,37 Errol Street,North Melbourne,16,-37.80412429,144.9490851
Uni Square Cafe,2016,165 Pelham Street,Carlton,6,-37.80239254,144.9610729
Sushi Masa,2005,10 Bourke Street,Melbourne (CBD),8,-37.8112354,144.9725554
Riverslide Skate Park,2010,St Kilda Road,Melbourne (Remainder),6,-37.82065979,144.9721254
APT Management Pty Ltd,2012,209-215 Bourke Street,Melbourne (CBD),80,-37.81328093,144.9672994
Hellens MacAulay Road Takeaway,2004,413-431 Macaulay Road,Kensington,2,-37.794995,144.9327735
Sinbad's Middle Eastern Cuisine,2011,740-750 Swanston Street,Carlton,16,-37.79899938,144.9647653
Melbourne Pizza Bar,2005,181-183 King Street,Melbourne (CBD),6,-37.81589843,144.9551743
Portside Deli,2003,3 Central Boulevard,Port Melbourne,47,-37.82221049,144.9187862
La Di Da,2017,188-202 King Street,Melbourne (CBD),80,-37.81551353,144.9556244
Nando's Melbourne Central,2012,183-265 La Trobe Street,Melbourne (CBD),122,-37.81073331,144.9630189
Red Silks Restaurant,2004,194-200 Bourke Street,Melbourne (CBD),125,-37.8124312,144.9672768
French Lettuce,2012,237-239 Nicholson Street,Carlton,9,-37.79439894,144.9751345
Kimurakan Japanese Cafe,2009,238 Little Bourke Street,Melbourne (CBD),60,-37.81224859,144.9657813
"Mischas Pizza, Pasta & Salad",2013,37-43 Caravel Lane,Docklands,100,-37.8149263,144.9406594
Degani Bakery Cafe @ Galleria,2011,385 Bourke Street,Melbourne (CBD),30,-37.81491502,144.9629442
Errol's Pantry Bakehouse,2005,69-71 Errol Street,North Melbourne,40,-37.80345572,144.9490835
Petty Sessions Cafe,2012,247-257 William Street,Melbourne (CBD),120,-37.81317907,144.9566979
Golden House Chinese Restaurant,2009,63-85 Queens Bridge Street,Southbank,96,-37.82386991,144.9612916
KFC Carlton,2007,743-751 Swanston Street,Carlton,10,-37.8006201,144.9636423
Tokio Japanese Take-Away,2012,309-325 Bourke Street,Melbourne (CBD),15,-37.81445406,144.9645323
McDonald's,2011,468-478 Collins Street,Melbourne (CBD),68,-37.81753764,144.9583339
Murasaki Japanese Restaurant,2008,24-30 Russell Street,Melbourne (CBD),80,-37.81599798,144.9698948
Spicy Fish Restaurant,2010,222-244 Bourke Street,Melbourne (CBD),80,-37.81272047,144.9662952
Water & Grass,2008,32-38 Bourke Street,Melbourne (CBD),12,-37.81136083,144.9719781
Tribel Cafe,2008,Peel Street,Melbourne (CBD),16,-37.80745984,144.9572395
Hungry Jack's,2012,151-169 Kings Way,Southbank,30,-37.82864999,144.9638608
Kerekere,2014,207-227 City Road,Southbank,46,-37.82576299,144.9612867
Market Lane Coffee,2015,176-178 Faraday Street,Carlton,4,-37.79857335,144.9684894
Hopscotch,2017,4 Riverside Quay,Southbank,200,-37.82092509,144.9633758
Mum Mum Asian Street Food,2016,65-67 Flemington Road,North Melbourne,4,-37.79936937,144.9540004
Von Haus,2013,54-62 Bourke Street,Melbourne (CBD),29,-37.81156933,144.9713808
Curry Paradise,2011,221-231 Collins Street,Melbourne (CBD),48,-37.81584476,144.9663304
Breadtop Bakery,2014,221 Little Lonsdale Street,Melbourne (CBD),20,-37.810658,144.9657034
Victoria Street Cafe,2005,268-276 Victoria Street,North Melbourne,12,-37.80580455,144.9573902
Shuji Sushi,2010,45-49 Bourke Street,Melbourne (CBD),80,-37.8119837,144.9719053
Papa Guiseppe Pizza & Pasta,2012,340-348 Abbotsford Street,North Melbourne,16,-37.798728,144.9465069
Breeze Cafe,2010,285-287 La Trobe Street,Melbourne (CBD),8,-37.81074698,144.9608289
Bellissimo Cucina & Trattoria,2009,425-427 Docklands Drive,Docklands,100,-37.81517782,144.9390269
Cafe Meditteranean,2008,220-226 Collins Street,Melbourne (CBD),32,-37.81528474,144.9661258
Jasper Kitchen,2012,489-499 Elizabeth Street,Melbourne (CBD),8,-37.80750344,144.9596331
The Brasserie by Phillippe Mouchel,2009,8 Whiteman Street,Southbank,70,-37.82312164,144.9586604
Watergate Convenience Store & Cafe Bar,2008,2-24 Waterview Walk,Docklands,12,-37.81925128,144.9479753
Treasury Eats Cafe,2008,1 MacArthur Street,East Melbourne,100,-37.81264492,144.9755868
Sushi Hut,2016,353-359 Little Collins Street,Melbourne (CBD),6,-37.81570426,144.9629844
By Korea,2013,212-222 La Trobe Street,Melbourne (CBD),44,-37.80962882,144.9628763
La Trobe Cafe,2009,360 La Trobe Street,Melbourne (CBD),8,-37.8107204,144.9591368
Eat Drink Bento,2004,115-123 Hardware Street,Melbourne (CBD),44,-37.81210735,144.9603936
Gurkha's Express,2012,492-500 Flinders Street,Melbourne (CBD),60,-37.81999599,144.9578288
Melbourne Aquarium,2007,King Street,Melbourne (CBD),146,-37.8204728,144.9589895
Cafe 5ive 70,2013,562-574 Bourke Street,Melbourne (CBD),50,-37.81550891,144.9567557
Crouton Cafe,2013,520-528 Victoria Street,North Melbourne,8,-37.80474738,144.9487135
Sugarbun,2015,205-207 Russell Street,Melbourne (CBD),60,-37.81169847,144.9672984
Phoenix Cafe,2004,347-349 King Street,West Melbourne (Residential),52,-37.81214527,144.9535142
Chocolate Buddha,2014,2 Swanston Street,Melbourne (CBD),93,-37.81784465,144.9699175
Namaste On King Indian Restaurant,2009,225-237 King Street,Melbourne (CBD),85,-37.81488684,144.9547419
Schwobs Swiss,2002,479-495 La Trobe Street,Melbourne (CBD),20,-37.81275166,144.9549514
Viet St,2017,353-359 Little Collins Street,Melbourne (CBD),5,-37.81570426,144.9629844
Cafe Maschera,2007,548-558 Little Bourke Street,Melbourne (CBD),80,-37.81491966,144.9559421
Primary Cafe,2007,381-405 Royal Parade,Parkville,70,-37.78398214,144.9586811
Yo-Chi,2017,194-196 Faraday Street,Carlton,24,-37.79844782,144.9680207
Redback Brewery Hotel,2003,75-79 Flemington Road,North Melbourne,213,-37.79895071,144.9533473
Dragon Boat Palace,2016,149-155 Lonsdale Street,Melbourne (CBD),380,-37.81090617,144.9680174
Sushi Sun,2003,72 Victoria Street,Carlton,29,-37.80670799,144.9654212
Tigerlily Cafe,2012,111-113 Grattan Street,Carlton,52,-37.80081687,144.9657698
Trend Cafe,2015,369-379 King Street,West Melbourne (Residential),12,-37.81166257,144.9532514
Noosh,2009,299-319 Queen Street,Melbourne (CBD),15,-37.81145082,144.9586601
Tokyo Garden,2005,360 La Trobe Street,Melbourne (CBD),45,-37.8107204,144.9591368
Cafe 123,2010,123-129 Lonsdale Street,Melbourne (CBD),4,-37.81072687,144.9686769
Izakaya Den,2013,114-120 Russell Street,Melbourne (CBD),52,-37.81350285,144.9689753
Sarti Restaurant & Bar,2007,188-194 Little Collins Street,Melbourne (CBD),50,-37.81390779,144.9675807
Queensberry Lunch Bar,2004,680-684 Queensberry Street,North Melbourne,6,-37.80234575,144.944795
Kenny's Bakery Cafe,2009,184-192 Queen Street,Melbourne (CBD),6,-37.81402844,144.9606804
Koko Black,2011,331-339 Bourke Street,Melbourne (CBD),60,-37.81458812,144.964049
Nudel Bar,2007,76 Bourke Street,Melbourne (CBD),11,-37.81170263,144.9709443
Kawa Japanese Takeaway,2006,550 Lonsdale Street,Melbourne (CBD),10,-37.8134766,144.9560169
Masani's Italian Dinning & Terrace,2012,313-315 Drummond Street,Carlton,100,-37.79837995,144.968492
Lady Jade Tea House,2005,538-542 Little Collins Street,Melbourne (CBD),6,-37.81695942,144.956774
Alf's Cafe,2015,23-99 Commercial Road,Melbourne (Remainder),244,-37.84633593,144.982664
Bread Kingdom,2015,364-372 Lonsdale Street,Melbourne (CBD),10,-37.81220274,144.9614561
Hudson's Coffee,2005,410-420 Elizabeth Street,Melbourne (CBD),36,-37.80894909,144.9611573
Sally's Kitchen,2015,295-301 Exhibition Street,Melbourne (CBD),50,-37.80893166,144.9688284
Flower Drum,2009,124-128 Bourke Street,Melbourne (CBD),140,-37.81207094,144.9692645
Vibe Savoy Hotel Melbourne,2015,626-636 Little Collins Street,Melbourne (CBD),130,-37.81777221,144.9539293
Malaysian Oriental Wok,2010,309-325 Bourke Street,Melbourne (CBD),10,-37.81445406,144.9645323
Lakeside Bistro,2013,Elliott Avenue,Parkville,240,-37.78428452,144.9514349
Imperial Hotel,2002,2-8 Bourke Street,Melbourne (CBD),100,-37.8112003,144.972676
Hanaichi,2011,221 Little Lonsdale Street,Melbourne (CBD),24,-37.810658,144.9657034
Cafe Tre Sette,2013,139-143 Bouverie Street,Carlton,45,-37.80322367,144.9616994
Basso,2008,162-168 Collins Street,Melbourne (CBD),4,-37.81450301,144.9678476
Crust Gourmet Pizza Bar Kensington,2013,532-534 Macaulay Road,Kensington,8,-37.79401627,144.9284337
Toto's Pizza,2005,99-109 Lygon Street,Carlton,96,-37.80449163,144.9659744
Starbucks Coffee Company,2002,430-442 Collins Street,Melbourne (CBD),60,-37.81703239,144.9597623
Cafe No 2,2013,476-602 Footscray Road,West Melbourne (Industrial),68,-37.80663448,144.9231563
Chillipadi,2011,183-265 La Trobe Street,Melbourne (CBD),150,-37.81073331,144.9630189
Fix - Jamm Room,2008,439-441 Docklands Drive,Docklands,100,-37.81517782,144.9390269
Cafe Segovia,2004,317-321 Little Collins Street,Melbourne (CBD),16,-37.81528948,144.9642254
Delight Sandwich Bar,2008,259-263 Collins Street,Melbourne (CBD),22,-37.81620631,144.9653407
Origami Sushi & Noodles,2017,744-770 Bourke Street,Docklands,12,-37.81817241,144.947217
1 O 1 Deli,2006,114-128 Flinders Street,Melbourne (CBD),10,-37.81595762,144.9707353
Mad Mex,2015,20-30 Convention Centre Place,Southbank,28,-37.82539976,144.9523782
BMWMelbourne Pty Ltd,2005,102-156 City Road,Southbank,24,-37.82289124,144.9629727
Rajah of India,2006,70-74 Rosslyn Street,West Melbourne (Residential),50,-37.80775631,144.9520393
Solah,2013,240-254 Victoria Parade,East Melbourne,44,-37.80919457,144.9799791
Cafe 1899,2005,445-447 Queensberry Street,North Melbourne,6,-37.80357227,144.952777
Va Bene Pizzeria,2012,143-175 Harbour Esplanade,Docklands,30,-37.8165193,144.9435654
Sopranos,2007,89-91 City Road,Southbank,20,-37.8225552,144.9651132
The Pavilion,2017,Wellington Parade,East Melbourne,86,-37.81296163,144.9804557
The Sensible Sandwich Cafe,2010,464-468 Victoria Street,North Melbourne,6,-37.80500905,144.9505407
Cafe Giraffe,2009,302-304 Little Lonsdale Street,Melbourne (CBD),50,-37.81151662,144.960506
O-Bento,2011,494-512 Bourke Street,Melbourne (CBD),50,-37.81494883,144.9587607
Maria Trattoria,2009,122-124 Peel Street,North Melbourne,80,-37.80519937,144.9564599
Flagstaff City,2016,45-55 Dudley Street,West Melbourne (Residential),30,-37.81010661,144.951028
Schnitz,2009,231-233 Exhibition Street,Melbourne (CBD),16,-37.81051104,144.9695206
Nyonya Restaurant,2005,191 Lygon Street,Carlton,100,-37.80114228,144.9664967
Sumo Salad,2017,85-161 Spencer Street,Docklands,12,-37.81815358,144.9523393
Othello Greek Restaurant,2005,6 Riverside Quay,Southbank,100,-37.82082512,144.9638287
Markov,2007,350-352 Drummond Street,Carlton,10,-37.79771074,144.9692712
Riverside Deli & Coffee House,2017,472-482 Flinders Street,Melbourne (CBD),12,-37.81974184,144.9582721
Cafe Vista,2015,163-261 Spencer Street,Docklands,70,-37.81501701,144.951187
Goldern Nugget,2004,117-121 Lonsdale Street,Melbourne (CBD),50,-37.8107614,144.9689024
Di Bella Coffee,2017,19-21 Leveson Street,North Melbourne,60,-37.80447359,144.9505945
TGI Fridays Restarant & Bar,2015,183-265 La Trobe Street,Melbourne (CBD),330,-37.81073331,144.9630189
Zed Lounge & Cafe,2003,223 Victoria Street,West Melbourne (Residential),60,-37.80590009,144.9540448
Yeonga,2017,1-3 Cobden Street,North Melbourne,96,-37.80560474,144.956923
Foo-Go's,2013,258 Elgin Street,Carlton,45,-37.79670704,144.9655339
Amigos Hardware Lane,2017,75-77 Hardware Lane,Melbourne (CBD),44,-37.8131434,144.9608667
Sensory Lab,2015,299-307 Bourke Street,Melbourne (CBD),8,-37.81436987,144.9648958
ES Teler 77,2014,269-321 Lonsdale Street,Melbourne (CBD),6,-37.81245199,144.9638386
Cafe Diy,2008,121 William Street,Melbourne (CBD),32,-37.81636534,144.9578132
The Mill,2009,67-73 Hardware Lane,Melbourne (CBD),44,-37.81323451,144.960908
Degani Bakery Cafe,2008,372-380 Albert Street,East Melbourne,10,-37.80963919,144.9787048
Carlton Espresso,2004,326-328 Lygon Street,Carlton,28,-37.79932164,144.9674735
Cocoa Espresso,2015,75-77 Flinders Lane,Melbourne (CBD),18,-37.81514512,144.9722399
New York Tavern,2008,62-66 King Street,Melbourne (CBD),20,-37.81874137,144.9571409
Brioche by Phillip,2016,114-120 Russell Street,Melbourne (CBD),3,-37.81350285,144.9689753
Maestro Meze Bar,2006,211-213 Franklin Street,Melbourne (CBD),8,-37.8097181,144.957829
Salero Kito Padang Melbourne,2015,235-251 Bourke Street,Melbourne (CBD),30,-37.81376503,144.9665978
Golden Buddha Lounge,2015,244-250 Queen Street,Melbourne (CBD),90,-37.81269018,144.959964
Leela Wadee,2008,445-447 Queensberry Street,North Melbourne,50,-37.80357227,144.952777
Nelayan,2015,265-267 Swanston Street,Melbourne (CBD),62,-37.81201046,144.9646021
Cafe Itch,2011,161-169 Elgin Street,Carlton,12,-37.79757961,144.969295
Gi Gi Japanese Sushi,2009,237 Swanston Street,Melbourne (CBD),53,-37.81244693,144.9648043
Han Guuk Guan Korean Restaurant,2012,13A Victoria Street,Melbourne (CBD),100,-37.8075865,144.9679821
O Sushi,2009,143-153 Russell Street,Melbourne (CBD),6,-37.81310923,144.9679684
QB's Cafe,2006,261-263 Queensberry Street,Carlton,50,-37.80440558,144.9599256
Chinatown Dumpling Restaurant,2009,248-258 Swanston Street,Melbourne (CBD),50,-37.81199559,144.9652504
Club Asuka,2014,59-63 Bourke Street,Melbourne (CBD),80,-37.81212537,144.9715659
The Gourmet Baked Potato Cafe,2004,34 Errol Street,North Melbourne,30,-37.80435713,144.9497225
North Melbourne Takeaway & Snack Bar,2012,95 Dryburgh Street,North Melbourne,17,-37.80428921,144.9429106
Spanish Doughnuts,2010,274-282 Flinders Street,Melbourne (CBD),6,-37.81763649,144.965095
Langleys,2013,654-670 Bourke Street,Melbourne (CBD),11,-37.81626998,144.9540371
Meyers Place Bar,2014,20 Meyers Place,Melbourne (CBD),50,-37.81207814,144.9723505
City Convenience Store,2005,228-236 Flinders Street,Melbourne (CBD),20,-37.81724878,144.9665517
John Curtin Hotel,2009,27-31 Lygon Street,Carlton,71,-37.80619915,144.9656988
Urban Central Accomodation,2009,334-342 City Road,Southbank,50,-37.82783816,144.9573539
The Grey Smith,2016,122-130 Wellington Parade,East Melbourne,28,-37.81609349,144.9859889
Wing Loong Chinese Restaurant,2016,506-516 Elizabeth Street,Melbourne (CBD),60,-37.80671508,144.9601828
Altitude,2004,163-169 Russell Street,Melbourne (CBD),55,-37.81246709,144.9676479
Royal Standard Hotel,2007,333-337 William Street,West Melbourne (Residential),150,-37.80781408,144.9542537
Tsindos Greek Restaurant,2002,197 Lonsdale Street,Melbourne (CBD),80,-37.81128456,144.9665765
LeCirque,2016,23-37 Star Crescent,Docklands,25,-37.81315031,144.9378299
La Vita Buona 'The Good Life',2010,199-209 Collins Street,Melbourne (CBD),12,-37.81584777,144.9674304
Double Gauge,2015,840-850 Collins Street,Docklands,75,-37.82092961,144.9445328
The Mint Bar & Bistro,2007,318 William Street,Melbourne (CBD),48,-37.81209045,144.9573609
Turf Club Hotel,2017,1-3 Flemington Road,North Melbourne,64,-37.80130394,144.9563792
Golden Monkey,2006,389-395 Lonsdale Street,Melbourne (CBD),80,-37.81288006,144.9610121
Lonsdale Deli,2002,19-21 Lonsdale Street,Melbourne (CBD),3,-37.80981882,144.9715313
Degani At Urban Workshop,2017,32-54 Lonsdale Street,Melbourne (CBD),36,-37.8091842,144.9707325
The Dallas Deli,2002,180-184 Victoria Parade,East Melbourne,4,-37.80895362,144.9778946
University High School Canteen,2017,77 Story Street,Parkville,100,-37.79746671,144.9560633
Rejuice Bar & Cafe,2007,16-32 Rakaia Way,Docklands,10,-37.81460533,144.9412614
Royal Park Hotel/Pub,2010,399-405 Queensberry Street,North Melbourne,35,-37.80378609,144.9543149
Yue Hing Gourmet,2003,393-401 St Kilda Road,Melbourne (Remainder),8,-37.83570366,144.9760426
Madisons Restaurant Bar Lounge,2004,457-471 Bourke Street,Melbourne (CBD),37,-37.81547268,144.9601886
Snapperhead Fish And Chips,2011,38-48 Haines Street,North Melbourne,7,-37.79823272,144.9466965
Butcher Shop Cafe,2016,72 Hawke Street,West Melbourne (Residential),22,-37.8080043,144.945578
El Subor,2015,500 Victoria Street,North Melbourne,70,-37.804917,144.9496812
Cafe Ella,2009,553-555 St Kilda Road,Melbourne (Remainder),84,-37.84685298,144.9803782
Cacao Fine Chocolates And Patisserie,2012,500-514 Collins Street,Melbourne (CBD),10,-37.81753383,144.9574732
La Cacciatora Restaurant,2011,218-224 Drummond Street,Carlton,80,-37.80116198,144.9685975
Threefold,2013,381-387 Flinders Lane,Melbourne (CBD),30,-37.81825094,144.961389
Meat Ball,2013,133-135 Flinders Lane,Melbourne (CBD),53,-37.81573536,144.9701585
Purple Peanuts Japanese Cafe,2014,612-624 Collins Street,Melbourne (CBD),15,-37.81867544,144.9543505
Alice Nevins,2017,228-236 Flinders Street,Melbourne (CBD),10,-37.81724878,144.9665517
ec Pot Cafe Bar,2007,221 Little Lonsdale Street,Melbourne (CBD),60,-37.810658,144.9657034
Original Sushi Bar,2005,331-339 Bourke Street,Melbourne (CBD),6,-37.81458812,144.964049
Portland Hotel,2008,115-127 Russell Street,Melbourne (CBD),40,-37.81367486,144.9681892
Minang Nasi Padang,2012,640 Swanston Street,Carlton,24,-37.80188571,144.9643119
Chine On Paramount / Chine Express,2013,100-116 Bourke Street,Melbourne (CBD),100,-37.81170307,144.9697778
Goldilocks,2017,264-266 Swanston Street,Melbourne (CBD),40,-37.81181063,144.9651474
.Com Internet Cafe,2002,349 Elizabeth Street,Melbourne (CBD),32,-37.81067436,144.9612081
Curry Bowl,2009,222-260 Elizabeth Street,Melbourne (CBD),12,-37.81261442,144.9628783
St Arnou,2004,582-584 Little Collins Street,Melbourne (CBD),101,-37.81740928,144.9553525
Cafenatics,2009,737-743 Bourke Street,Docklands,56,-37.81914692,144.9489519
Blu Point Caffe,2017,336 Russell Street,Melbourne (CBD),26,-37.80822377,144.9664575
The Pancake Parlour,2015,183-265 La Trobe Street,Melbourne (CBD),160,-37.81073331,144.9630189
Replay cafe,2016,397-407 Docklands Drive,Docklands,6,-37.81427742,144.9401994
Choix Creperie Cafe,2012,612-624 Collins Street,Melbourne (CBD),16,-37.81867544,144.9543505
Elceed Cafe,2017,610 Queensberry Street,North Melbourne,24,-37.80252643,144.9471385
Chatime,2016,221 Little Lonsdale Street,Melbourne (CBD),10,-37.810658,144.9657034
Tarng,2016,19-37 A'Beckett Street,Melbourne (CBD),40,-37.80894099,144.9626101
Velour,2010,121-123 Flinders Lane,Melbourne (CBD),50,-37.81567009,144.9705132
Zero Gravity Cafe Bar,2010,359-373 Collins Street,Melbourne (CBD),100,-37.81728432,144.9624418
Healthy Habits,2016,3-5 Star Circus,Docklands,10,-37.81315031,144.9378299
Limerick Castle Hotel & Restaurant,2012,161-163 Errol Street,North Melbourne,60,-37.80114341,144.9496139
Schwob's Swiss Gourmet Sandwich Bar,2002,509-515 St Kilda Road,Melbourne (Remainder),18,-37.8441033,144.9793624
Sakura Sushi Express,2008,389-395 Lonsdale Street,Melbourne (CBD),8,-37.81288006,144.9610121
Hungry Boys Cafe,2009,477 King Street,West Melbourne (Residential),6,-37.80886049,144.9516854
Summit Cafe & Bar,2007,694-704 Collins Street,Docklands,40,-37.81949297,144.9508705
Shenis Curries,2004,141-165 Collins Street,Melbourne (CBD),30,-37.81543178,144.9687553
Norsiah's Kitchen,2007,640 Swanston Street,Carlton,10,-37.80188571,144.9643119
Cafe 108,2004,106-116 A'Beckett Street,Melbourne (CBD),102,-37.80914342,144.9599969
The Tea Room,2014,130-200 St Kilda Road,Southbank,80,-37.82281707,144.9686338
Cafe 99,2007,98-166 Macaulay Road,North Melbourne,10,-37.79717284,144.9421193
Sea Salt,2017,256-268 Flinders Street,Melbourne (CBD),26,-37.81760781,144.9656264
Auction Rooms,2012,103-107 Errol Street,North Melbourne,104,-37.8024571,144.9494609
Domino's Pizza,2017,251-257 Cardigan Street,Carlton,15,-37.80077102,144.9651037
Egon's Conditorei Cafe and Bakery,2004,8 Collins Street,Melbourne (CBD),8,-37.81314231,144.9732575
Fo Guang Yuan Art Gallery,2013,131-141 Queen Street,Melbourne (CBD),60,-37.81549904,144.9605409
Kirk's Wine Bar,2014,380-384 Little Bourke Street,Melbourne (CBD),22,-37.81354346,144.9613283
Locusta,2007,171 Lygon Street,Carlton,95,-37.80165695,144.9664692
Espresso Hub,2014,641-679 Collins Street,Docklands,60,-37.81969578,144.9530968
Zio's Ristorante,2005,14 Lansdowne Street,East Melbourne,60,-37.80938005,144.9786966
Reflex Cafe,2005,1010 La Trobe Street,Docklands,50,-37.81400139,144.9455391
Jimmybeans Cafe,2008,224-252 La Trobe Street,Melbourne (CBD),4,-37.80965592,144.9623409
Scusami /L'osteria,2010,3 Southgate Avenue,Southbank,60,-37.82066923,144.9662623
The J Walk Cafe,2006,150 Lonsdale Street,Melbourne (CBD),80,-37.81012652,144.967574
"The Attic, Artisan Bread And Cafe",2017,578-606 Bourke Street,Melbourne (CBD),6,-37.81571393,144.9561073
Ajisen Ramen,2006,130-132 Bourke Street,Melbourne (CBD),60,-37.81223835,144.9691823
