20191029_restaurant_row_51,Depot On Spencer,2007,468-470 Spencer Street,West Melbourne (Residential),10,-37.80931286,144.9497515
20191029_restaurant_row_52,Mellow's Restaurant and Bar,2004,66-88 Lygon Street,Carlton,40,-37.80530329,144.9665747
20191029_restaurant_row_53,Otoya,2006,221-231 Collins Street,Melbourne (CBD),30,-37.81584476,144.9663304
20191029_restaurant_row_54,Simpsons Chips & Burgers,2014,143-153 Russell Street,Melbourne (CBD),8,-37.81310923,144.9679684
20191029_restaurant_row_55,Lapres Midi,2012,163-169 Russell Street,Melbourne (CBD),25,-37.81246709,144.9676479
20191029_restaurant_row_56,Restaurants,2006,122-148 Harbour Esplanade,Docklands,16,-37.81656591,144.9475776
20191029_restaurant_row_57,Funk Fish,2017,65-81 Victoria Street,Melbourne (CBD),24,-37.80745984,144.9572395
20191029_restaurant_row_58,Kuni's Japanese Restaurant,2012,196-226 Exhibition Street,Melbourne (CBD),70,-37.81055707,144.9704962
20191029_restaurant_row_59,Atami Sushi & Catering,2010,613-639 Little Collins Street,Melbourne (CBD),6,-37.81818484,144.9543659
20191029_restaurant_row_60,Malthouse Kitchen,2011,113-129 Sturt Street,Southbank,70,-37.8271278,144.9669591
20191029_restaurant_row_61,Hardimans Hotel,2013,521-535 Macaulay Road,Kensington,230,-37.79442113,144.9283553
20191029_restaurant_row_62,Tuscan Bar Melbourne,2014,79-85 Bourke Street,Melbourne (CBD),148,-37.81217956,144.9710404
20191029_restaurant_row_63,Musicbox  - Karaoke Bar,2012,547-549 Elizabeth Street,North Melbourne,60,-37.80538132,144.9584784
20191029_restaurant_row_64,Arrivederci Restaurant,2005,191 Nicholson Street,Carlton,70,-37.79568657,144.9749221
20191029_restaurant_row_65,Indulgence Corner Bakery - Cafe,2007,267-275 Flinders Lane,Melbourne (CBD),20,-37.81710105,144.9654844
20191029_restaurant_row_66,The Servery,2014,42-50 Rosslyn Street,West Melbourne (Residential),34,-37.80739774,144.9525725
20191029_restaurant_row_67,Teppenyaki Inn,2003,182 Collins Street,Melbourne (CBD),120,-37.81479918,144.9674537
20191029_restaurant_row_68,Cafe Port IT,2008,59-85 Turner Street,Port Melbourne,20,-37.82304058,144.9253775
20191029_restaurant_row_69,The Deli Counter,2016,207-213 Queen Street,Melbourne (CBD),4,-37.81386746,144.9599073
20191029_restaurant_row_70,Char Siu House,2007,37 Errol Street,North Melbourne,16,-37.80412429,144.9490851
20191029_restaurant_row_71,Uni Square Cafe,2016,165 Pelham Street,Carlton,6,-37.80239254,144.9610729
20191029_restaurant_row_72,Sushi Masa,2005,10 Bourke Street,Melbourne (CBD),8,-37.8112354,144.9725554
20191029_restaurant_row_73,Riverslide Skate Park,2010,St Kilda Road,Melbourne (Remainder),6,-37.82065979,144.9721254
20191029_restaurant_row_74,APT Management Pty Ltd,2012,209-215 Bourke Street,Melbourne (CBD),80,-37.81328093,144.9672994
20191029_restaurant_row_75,Hellens MacAulay Road Takeaway,2004,413-431 Macaulay Road,Kensington,2,-37.794995,144.9327735
20191029_restaurant_row_76,Sinbad's Middle Eastern Cuisine,2011,740-750 Swanston Street,Carlton,16,-37.79899938,144.9647653
20191029_restaurant_row_77,Melbourne Pizza Bar,2005,181-183 King Street,Melbourne (CBD),6,-37.81589843,144.9551743
20191029_restaurant_row_78,Portside Deli,2003,3 Central Boulevard,Port Melbourne,47,-37.82221049,144.9187862
20191029_restaurant_row_79,La Di Da,2017,188-202 King Street,Melbourne (CBD),80,-37.81551353,144.9556244
20191029_restaurant_row_80,Nando's Melbourne Central,2012,183-265 La Trobe Street,Melbourne (CBD),122,-37.81073331,144.9630189
20191029_restaurant_row_81,Red Silks Restaurant,2004,194-200 Bourke Street,Melbourne (CBD),125,-37.8124312,144.9672768
20191029_restaurant_row_82,French Lettuce,2012,237-239 Nicholson Street,Carlton,9,-37.79439894,144.9751345
20191029_restaurant_row_83,Kimurakan Japanese Cafe,2009,238 Little Bourke Street,Melbourne (CBD),60,-37.81224859,144.9657813
20191029_restaurant_row_84,"Mischas Pizza, Pasta & Salad",2013,37-43 Caravel Lane,Docklands,100,-37.8149263,144.9406594
20191029_restaurant_row_85,Degani Bakery Cafe @ Galleria,2011,385 Bourke Street,Melbourne (CBD),30,-37.81491502,144.9629442
20191029_restaurant_row_86,Errol's Pantry Bakehouse,2005,69-71 Errol Street,North Melbourne,40,-37.80345572,144.9490835
20191029_restaurant_row_87,Petty Sessions Cafe,2012,247-257 William Street,Melbourne (CBD),120,-37.81317907,144.9566979
20191029_restaurant_row_88,Golden House Chinese Restaurant,2009,63-85 Queens Bridge Street,Southbank,96,-37.82386991,144.9612916
20191029_restaurant_row_89,KFC Carlton,2007,743-751 Swanston Street,Carlton,10,-37.8006201,144.9636423
20191029_restaurant_row_90,Tokio Japanese Take-Away,2012,309-325 Bourke Street,Melbourne (CBD),15,-37.81445406,144.9645323
20191029_restaurant_row_91,McDonald's,2011,468-478 Collins Street,Melbourne (CBD),68,-37.81753764,144.9583339
20191029_restaurant_row_92,Murasaki Japanese Restaurant,2008,24-30 Russell Street,Melbourne (CBD),80,-37.81599798,144.9698948
20191029_restaurant_row_93,Spicy Fish Restaurant,2010,222-244 Bourke Street,Melbourne (CBD),80,-37.81272047,144.9662952
20191029_restaurant_row_94,Water & Grass,2008,32-38 Bourke Street,Melbourne (CBD),12,-37.81136083,144.9719781
20191029_restaurant_row_95,Tribel Cafe,2008,Peel Street,Melbourne (CBD),16,-37.80745984,144.9572395
20191029_restaurant_row_96,Hungry Jack's,2012,151-169 Kings Way,Southbank,30,-37.82864999,144.9638608
20191029_restaurant_row_97,Kerekere,2014,207-227 City Road,Southbank,46,-37.82576299,144.9612867
20191029_restaurant_row_98,Market Lane Coffee,2015,176-178 Faraday Street,Carlton,4,-37.79857335,144.9684894
20191029_restaurant_row_99,Hopscotch,2017,4 Riverside Quay,Southbank,200,-37.82092509,144.9633758
20191029_restaurant_row_100,Mum Mum Asian Street Food,2016,65-67 Flemington Road,North Melbourne,4,-37.79936937,144.9540004
20191029_restaurant_row_101,Von Haus,2013,54-62 Bourke Street,Melbourne (CBD),29,-37.81156933,144.9713808
20191029_restaurant_row_102,Curry Paradise,2011,221-231 Collins Street,Melbourne (CBD),48,-37.81584476,144.9663304
20191029_restaurant_row_103,Breadtop Bakery,2014,221 Little Lonsdale Street,Melbourne (CBD),20,-37.810658,144.9657034
20191029_restaurant_row_104,Victoria Street Cafe,2005,268-276 Victoria Street,North Melbourne,12,-37.80580455,144.9573902
20191029_restaurant_row_105,Shuji Sushi,2010,45-49 Bourke Street,Melbourne (CBD),80,-37.8119837,144.9719053
20191029_restaurant_row_106,Papa Guiseppe Pizza & Pasta,2012,340-348 Abbotsford Street,North Melbourne,16,-37.798728,144.9465069
20191029_restaurant_row_107,Breeze Cafe,2010,285-287 La Trobe Street,Melbourne (CBD),8,-37.81074698,144.9608289
20191029_restaurant_row_108,Bellissimo Cucina & Trattoria,2009,425-427 Docklands Drive,Docklands,100,-37.81517782,144.9390269
20191029_restaurant_row_109,Cafe Meditteranean,2008,220-226 Collins Street,Melbourne (CBD),32,-37.81528474,144.9661258
20191029_restaurant_row_110,Jasper Kitchen,2012,489-499 Elizabeth Street,Melbourne (CBD),8,-37.80750344,144.9596331
20191029_restaurant_row_111,The Brasserie by Phillippe Mouchel,2009,8 Whiteman Street,Southbank,70,-37.82312164,144.9586604
20191029_restaurant_row_112,Watergate Convenience Store & Cafe Bar,2008,2-24 Waterview Walk,Docklands,12,-37.81925128,144.9479753
20191029_restaurant_row_113,Treasury Eats Cafe,2008,1 MacArthur Street,East Melbourne,100,-37.81264492,144.9755868
20191029_restaurant_row_114,Sushi Hut,2016,353-359 Little Collins Street,Melbourne (CBD),6,-37.81570426,144.9629844
20191029_restaurant_row_115,By Korea,2013,212-222 La Trobe Street,Melbourne (CBD),44,-37.80962882,144.9628763
20191029_restaurant_row_116,La Trobe Cafe,2009,360 La Trobe Street,Melbourne (CBD),8,-37.8107204,144.9591368
20191029_restaurant_row_117,Eat Drink Bento,2004,115-123 Hardware Street,Melbourne (CBD),44,-37.81210735,144.9603936
20191029_restaurant_row_118,Gurkha's Express,2012,492-500 Flinders Street,Melbourne (CBD),60,-37.81999599,144.9578288
20191029_restaurant_row_119,Melbourne Aquarium,2007,King Street,Melbourne (CBD),146,-37.8204728,144.9589895
20191029_restaurant_row_120,Cafe 5ive 70,2013,562-574 Bourke Street,Melbourne (CBD),50,-37.81550891,144.9567557
20191029_restaurant_row_121,Crouton Cafe,2013,520-528 Victoria Street,North Melbourne,8,-37.80474738,144.9487135
20191029_restaurant_row_122,Sugarbun,2015,205-207 Russell Street,Melbourne (CBD),60,-37.81169847,144.9672984
20191029_restaurant_row_123,Phoenix Cafe,2004,347-349 King Street,West Melbourne (Residential),52,-37.81214527,144.9535142
20191029_restaurant_row_124,Chocolate Buddha,2014,2 Swanston Street,Melbourne (CBD),93,-37.81784465,144.9699175
20191029_restaurant_row_125,Namaste On King Indian Restaurant,2009,225-237 King Street,Melbourne (CBD),85,-37.81488684,144.9547419
20191029_restaurant_row_126,Schwobs Swiss,2002,479-495 La Trobe Street,Melbourne (CBD),20,-37.81275166,144.9549514
20191029_restaurant_row_127,Viet St,2017,353-359 Little Collins Street,Melbourne (CBD),5,-37.81570426,144.9629844
20191029_restaurant_row_128,Cafe Maschera,2007,548-558 Little Bourke Street,Melbourne (CBD),80,-37.81491966,144.9559421
20191029_restaurant_row_129,Primary Cafe,2007,381-405 Royal Parade,Parkville,70,-37.78398214,144.9586811
20191029_restaurant_row_130,Yo-Chi,2017,194-196 Faraday Street,Carlton,24,-37.79844782,144.9680207
20191029_restaurant_row_131,Redback Brewery Hotel,2003,75-79 Flemington Road,North Melbourne,213,-37.79895071,144.9533473
20191029_restaurant_row_132,Dragon Boat Palace,2016,149-155 Lonsdale Street,Melbourne (CBD),380,-37.81090617,144.9680174
20191029_restaurant_row_133,Sushi Sun,2003,72 Victoria Street,Carlton,29,-37.80670799,144.9654212
20191029_restaurant_row_134,Tigerlily Cafe,2012,111-113 Grattan Street,Carlton,52,-37.80081687,144.9657698
20191029_restaurant_row_135,Trend Cafe,2015,369-379 King Street,West Melbourne (Residential),12,-37.81166257,144.9532514
20191029_restaurant_row_136,Noosh,2009,299-319 Queen Street,Melbourne (CBD),15,-37.81145082,144.9586601
20191029_restaurant_row_138,Tokyo Garden,2005,360 La Trobe Street,Melbourne (CBD),45,-37.8107204,144.9591368
20191029_restaurant_row_139,Cafe 123,2010,123-129 Lonsdale Street,Melbourne (CBD),4,-37.81072687,144.9686769
20191029_restaurant_row_140,Izakaya Den,2013,114-120 Russell Street,Melbourne (CBD),52,-37.81350285,144.9689753
20191029_restaurant_row_141,Sarti Restaurant & Bar,2007,188-194 Little Collins Street,Melbourne (CBD),50,-37.81390779,144.9675807
20191029_restaurant_row_142,Queensberry Lunch Bar,2004,680-684 Queensberry Street,North Melbourne,6,-37.80234575,144.944795
20191029_restaurant_row_143,Kenny's Bakery Cafe,2009,184-192 Queen Street,Melbourne (CBD),6,-37.81402844,144.9606804
20191029_restaurant_row_144,Koko Black,2011,331-339 Bourke Street,Melbourne (CBD),60,-37.81458812,144.964049
20191029_restaurant_row_145,Nudel Bar,2007,76 Bourke Street,Melbourne (CBD),11,-37.81170263,144.9709443
20191029_restaurant_row_146,Kawa Japanese Takeaway,2006,550 Lonsdale Street,Melbourne (CBD),10,-37.8134766,144.9560169
20191029_restaurant_row_147,Masani's Italian Dinning & Terrace,2012,313-315 Drummond Street,Carlton,100,-37.79837995,144.968492
20191029_restaurant_row_148,Lady Jade Tea House,2005,538-542 Little Collins Street,Melbourne (CBD),6,-37.81695942,144.956774
20191029_restaurant_row_149,Alf's Cafe,2015,23-99 Commercial Road,Melbourne (Remainder),244,-37.84633593,144.982664
20191029_restaurant_row_150,Bread Kingdom,2015,364-372 Lonsdale Street,Melbourne (CBD),10,-37.81220274,144.9614561
20191029_restaurant_row_151,Hudson's Coffee,2005,410-420 Elizabeth Street,Melbourne (CBD),36,-37.80894909,144.9611573
20191029_restaurant_row_152,Sally's Kitchen,2015,295-301 Exhibition Street,Melbourne (CBD),50,-37.80893166,144.9688284
20191029_restaurant_row_153,Flower Drum,2009,124-128 Bourke Street,Melbourne (CBD),140,-37.81207094,144.9692645
20191029_restaurant_row_154,Vibe Savoy Hotel Melbourne,2015,626-636 Little Collins Street,Melbourne (CBD),130,-37.81777221,144.9539293
20191029_restaurant_row_155,Malaysian Oriental Wok,2010,309-325 Bourke Street,Melbourne (CBD),10,-37.81445406,144.9645323
20191029_restaurant_row_156,Lakeside Bistro,2013,Elliott Avenue,Parkville,240,-37.78428452,144.9514349
20191029_restaurant_row_157,Imperial Hotel,2002,2-8 Bourke Street,Melbourne (CBD),100,-37.8112003,144.972676
20191029_restaurant_row_158,Hanaichi,2011,221 Little Lonsdale Street,Melbourne (CBD),24,-37.810658,144.9657034
20191029_restaurant_row_159,Cafe Tre Sette,2013,139-143 Bouverie Street,Carlton,45,-37.80322367,144.9616994
20191029_restaurant_row_160,Basso,2008,162-168 Collins Street,Melbourne (CBD),4,-37.81450301,144.9678476
20191029_restaurant_row_161,Crust Gourmet Pizza Bar Kensington,2013,532-534 Macaulay Road,Kensington,8,-37.79401627,144.9284337
20191029_restaurant_row_162,Toto's Pizza,2005,99-109 Lygon Street,Carlton,96,-37.80449163,144.9659744
20191029_restaurant_row_163,Starbucks Coffee Company,2002,430-442 Collins Street,Melbourne (CBD),60,-37.81703239,144.9597623
20191029_restaurant_row_164,Cafe No 2,2013,476-602 Footscray Road,West Melbourne (Industrial),68,-37.80663448,144.9231563
20191029_restaurant_row_165,Chillipadi,2011,183-265 La Trobe Street,Melbourne (CBD),150,-37.81073331,144.9630189
20191029_restaurant_row_166,Fix - Jamm Room,2008,439-441 Docklands Drive,Docklands,100,-37.81517782,144.9390269
20191029_restaurant_row_167,Cafe Segovia,2004,317-321 Little Collins Street,Melbourne (CBD),16,-37.81528948,144.9642254
20191029_restaurant_row_169,Delight Sandwich Bar,2008,259-263 Collins Street,Melbourne (CBD),22,-37.81620631,144.9653407
20191029_restaurant_row_170,Origami Sushi & Noodles,2017,744-770 Bourke Street,Docklands,12,-37.81817241,144.947217
20191029_restaurant_row_172,1 O 1 Deli,2006,114-128 Flinders Street,Melbourne (CBD),10,-37.81595762,144.9707353
20191029_restaurant_row_173,Mad Mex,2015,20-30 Convention Centre Place,Southbank,28,-37.82539976,144.9523782
20191029_restaurant_row_174,BMWMelbourne Pty Ltd,2005,102-156 City Road,Southbank,24,-37.82289124,144.9629727
20191029_restaurant_row_175,Rajah of India,2006,70-74 Rosslyn Street,West Melbourne (Residential),50,-37.80775631,144.9520393
20191029_restaurant_row_176,Solah,2013,240-254 Victoria Parade,East Melbourne,44,-37.80919457,144.9799791
20191029_restaurant_row_177,Cafe 1899,2005,445-447 Queensberry Street,North Melbourne,6,-37.80357227,144.952777
20191029_restaurant_row_178,Va Bene Pizzeria,2012,143-175 Harbour Esplanade,Docklands,30,-37.8165193,144.9435654
20191029_restaurant_row_179,Sopranos,2007,89-91 City Road,Southbank,20,-37.8225552,144.9651132
20191029_restaurant_row_180,The Pavilion,2017,Wellington Parade,East Melbourne,86,-37.81296163,144.9804557
20191029_restaurant_row_181,The Sensible Sandwich Cafe,2010,464-468 Victoria Street,North Melbourne,6,-37.80500905,144.9505407
20191029_restaurant_row_182,Cafe Giraffe,2009,302-304 Little Lonsdale Street,Melbourne (CBD),50,-37.81151662,144.960506
20191029_restaurant_row_183,O-Bento,2011,494-512 Bourke Street,Melbourne (CBD),50,-37.81494883,144.9587607
20191029_restaurant_row_184,Maria Trattoria,2009,122-124 Peel Street,North Melbourne,80,-37.80519937,144.9564599
20191029_restaurant_row_185,Flagstaff City,2016,45-55 Dudley Street,West Melbourne (Residential),30,-37.81010661,144.951028
20191029_restaurant_row_186,Schnitz,2009,231-233 Exhibition Street,Melbourne (CBD),16,-37.81051104,144.9695206
20191029_restaurant_row_187,Nyonya Restaurant,2005,191 Lygon Street,Carlton,100,-37.80114228,144.9664967
20191029_restaurant_row_188,Sumo Salad,2017,85-161 Spencer Street,Docklands,12,-37.81815358,144.9523393
20191029_restaurant_row_189,Othello Greek Restaurant,2005,6 Riverside Quay,Southbank,100,-37.82082512,144.9638287
20191029_restaurant_row_190,Markov,2007,350-352 Drummond Street,Carlton,10,-37.79771074,144.9692712
20191029_restaurant_row_191,Riverside Deli & Coffee House,2017,472-482 Flinders Street,Melbourne (CBD),12,-37.81974184,144.9582721
20191029_restaurant_row_192,Cafe Vista,2015,163-261 Spencer Street,Docklands,70,-37.81501701,144.951187
20191029_restaurant_row_193,Goldern Nugget,2004,117-121 Lonsdale Street,Melbourne (CBD),50,-37.8107614,144.9689024
20191029_restaurant_row_194,Di Bella Coffee,2017,19-21 Leveson Street,North Melbourne,60,-37.80447359,144.9505945
20191029_restaurant_row_195,TGI Fridays Restarant & Bar,2015,183-265 La Trobe Street,Melbourne (CBD),330,-37.81073331,144.9630189
20191029_restaurant_row_196,Zed Lounge & Cafe,2003,223 Victoria Street,West Melbourne (Residential),60,-37.80590009,144.9540448
20191029_restaurant_row_197,Yeonga,2017,1-3 Cobden Street,North Melbourne,96,-37.80560474,144.956923
20191029_restaurant_row_198,Foo-Go's,2013,258 Elgin Street,Carlton,45,-37.79670704,144.9655339
20191029_restaurant_row_199,Amigos Hardware Lane,2017,75-77 Hardware Lane,Melbourne (CBD),44,-37.8131434,144.9608667
20191029_restaurant_row_200,Sensory Lab,2015,299-307 Bourke Street,Melbourne (CBD),8,-37.81436987,144.9648958
20191029_restaurant_row_201,ES Teler 77,2014,269-321 Lonsdale Street,Melbourne (CBD),6,-37.81245199,144.9638386
20191029_restaurant_row_202,Cafe Diy,2008,121 William Street,Melbourne (CBD),32,-37.81636534,144.9578132
20191029_restaurant_row_204,The Mill,2009,67-73 Hardware Lane,Melbourne (CBD),44,-37.81323451,144.960908
20191029_restaurant_row_205,Degani Bakery Cafe,2008,372-380 Albert Street,East Melbourne,10,-37.80963919,144.9787048
20191029_restaurant_row_207,Carlton Espresso,2004,326-328 Lygon Street,Carlton,28,-37.79932164,144.9674735
20191029_restaurant_row_208,Cocoa Espresso,2015,75-77 Flinders Lane,Melbourne (CBD),18,-37.81514512,144.9722399
20191029_restaurant_row_209,New York Tavern,2008,62-66 King Street,Melbourne (CBD),20,-37.81874137,144.9571409
20191029_restaurant_row_211,Brioche by Phillip,2016,114-120 Russell Street,Melbourne (CBD),3,-37.81350285,144.9689753
20191029_restaurant_row_212,Maestro Meze Bar,2006,211-213 Franklin Street,Melbourne (CBD),8,-37.8097181,144.957829
20191029_restaurant_row_213,Salero Kito Padang Melbourne,2015,235-251 Bourke Street,Melbourne (CBD),30,-37.81376503,144.9665978
20191029_restaurant_row_214,Golden Buddha Lounge,2015,244-250 Queen Street,Melbourne (CBD),90,-37.81269018,144.959964
20191029_restaurant_row_215,Leela Wadee,2008,445-447 Queensberry Street,North Melbourne,50,-37.80357227,144.952777
20191029_restaurant_row_216,Nelayan,2015,265-267 Swanston Street,Melbourne (CBD),62,-37.81201046,144.9646021
20191029_restaurant_row_217,Cafe Itch,2011,161-169 Elgin Street,Carlton,12,-37.79757961,144.969295
20191029_restaurant_row_218,Gi Gi Japanese Sushi,2009,237 Swanston Street,Melbourne (CBD),53,-37.81244693,144.9648043
20191029_restaurant_row_219,Han Guuk Guan Korean Restaurant,2012,13A Victoria Street,Melbourne (CBD),100,-37.8075865,144.9679821
20191029_restaurant_row_220,O Sushi,2009,143-153 Russell Street,Melbourne (CBD),6,-37.81310923,144.9679684
20191029_restaurant_row_221,QB's Cafe,2006,261-263 Queensberry Street,Carlton,50,-37.80440558,144.9599256
20191029_restaurant_row_222,Chinatown Dumpling Restaurant,2009,248-258 Swanston Street,Melbourne (CBD),50,-37.81199559,144.9652504
20191029_restaurant_row_223,Club Asuka,2014,59-63 Bourke Street,Melbourne (CBD),80,-37.81212537,144.9715659
20191029_restaurant_row_224,The Gourmet Baked Potato Cafe,2004,34 Errol Street,North Melbourne,30,-37.80435713,144.9497225
20191029_restaurant_row_225,North Melbourne Takeaway & Snack Bar,2012,95 Dryburgh Street,North Melbourne,17,-37.80428921,144.9429106
20191029_restaurant_row_226,Spanish Doughnuts,2010,274-282 Flinders Street,Melbourne (CBD),6,-37.81763649,144.965095
20191029_restaurant_row_227,Langleys,2013,654-670 Bourke Street,Melbourne (CBD),11,-37.81626998,144.9540371
20191029_restaurant_row_228,Meyers Place Bar,2014,20 Meyers Place,Melbourne (CBD),50,-37.81207814,144.9723505
20191029_restaurant_row_229,City Convenience Store,2005,228-236 Flinders Street,Melbourne (CBD),20,-37.81724878,144.9665517
20191029_restaurant_row_230,John Curtin Hotel,2009,27-31 Lygon Street,Carlton,71,-37.80619915,144.9656988
20191029_restaurant_row_231,Urban Central Accomodation,2009,334-342 City Road,Southbank,50,-37.82783816,144.9573539
20191029_restaurant_row_232,The Grey Smith,2016,122-130 Wellington Parade,East Melbourne,28,-37.81609349,144.9859889
20191029_restaurant_row_233,Wing Loong Chinese Restaurant,2016,506-516 Elizabeth Street,Melbourne (CBD),60,-37.80671508,144.9601828
20191029_restaurant_row_235,Altitude,2004,163-169 Russell Street,Melbourne (CBD),55,-37.81246709,144.9676479
20191029_restaurant_row_236,Royal Standard Hotel,2007,333-337 William Street,West Melbourne (Residential),150,-37.80781408,144.9542537
20191029_restaurant_row_237,Tsindos Greek Restaurant,2002,197 Lonsdale Street,Melbourne (CBD),80,-37.81128456,144.9665765
20191029_restaurant_row_238,LeCirque,2016,23-37 Star Crescent,Docklands,25,-37.81315031,144.9378299
20191029_restaurant_row_239,La Vita Buona 'The Good Life',2010,199-209 Collins Street,Melbourne (CBD),12,-37.81584777,144.9674304
20191029_restaurant_row_240,Double Gauge,2015,840-850 Collins Street,Docklands,75,-37.82092961,144.9445328
20191029_restaurant_row_241,The Mint Bar & Bistro,2007,318 William Street,Melbourne (CBD),48,-37.81209045,144.9573609
20191029_restaurant_row_242,Turf Club Hotel,2017,1-3 Flemington Road,North Melbourne,64,-37.80130394,144.9563792
